outcome,area,country,region,source_country_name,model_source,source_model_file
mmr,1,Afghanistan,Eastern Mediterranean,Afghanistan,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-1-01-01-2019.csv
mmr,2,Albania,European Region,Albania,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-2-01-01-2019.csv
mmr,3,Algeria,African Region,Algeria,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-3-01-01-2019.csv
mmr,4,Andorra,European Region,Andorra,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-4-01-01-2019.csv
mmr,5,Angola,African Region,Angola,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-5-01-01-2019.csv
mmr,6,Antigua and Barbuda,Region of the Americas,Antigua and Barbuda,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-6-01-01-2019.csv
mmr,7,Argentina,Region of the Americas,Argentina,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-7-01-01-2019.csv
mmr,8,Armenia,European Region,Armenia,ranked_top1_fallback,ranked(1)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-yearly-mmr-deaths-world-area-8-01-01-2019.csv
mmr,9,Australia,Western Pacific Region,Australia,ranked_top1_fallback,ranked(1)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-yearly-mmr-deaths-world-area-9-01-01-2019.csv
mmr,10,Austria,European Region,Austria,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-10-01-01-2019.csv
mmr,11,Azerbaijan,European Region,Azerbaijan,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-11-01-01-2019.csv
mmr,12,Bahamas,Region of the Americas,Bahamas,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-12-01-01-2019.csv
mmr,13,Bahrain,Eastern Mediterranean,Bahrain,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-13-01-01-2019.csv
mmr,14,Bangladesh,Southeast Asia Region,Bangladesh,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-14-01-01-2019.csv
mmr,15,Barbados,Region of the Americas,Barbados,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-15-01-01-2019.csv
mmr,16,Belarus,European Region,Belarus,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-16-01-01-2019.csv
mmr,17,Belgium,European Region,Belgium,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-17-01-01-2019.csv
mmr,18,Belize,Region of the Americas,Belize,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-18-01-01-2019.csv
mmr,19,Benin,African Region,Benin,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-19-01-01-2019.csv
mmr,20,Bhutan,Southeast Asia Region,Bhutan,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-20-01-01-2019.csv
mmr,21,Bolivia,Region of the Americas,Bolivia (Plurinational State of),ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-21-01-01-2019.csv
mmr,22,Bosnia,European Region,Bosnia and Herzegovina,ranked_top1_fallback,ranked(1)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-yearly-mmr-deaths-world-area-22-01-01-2019.csv
mmr,23,Botswana,African Region,Botswana,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-23-01-01-2019.csv
mmr,24,Brazil,Region of the Americas,Brazil,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-24-01-01-2019.csv
mmr,25,Brunei Darussalam,Western Pacific Region,Brunei Darussalam,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-25-01-01-2019.csv
mmr,26,Bulgaria,European Region,Bulgaria,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-26-01-01-2019.csv
mmr,27,Burkina Faso,African Region,Burkina Faso,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-27-01-01-2019.csv
mmr,28,Burundi,African Region,Burundi,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-28-01-01-2019.csv
mmr,29,Cabo Verde,African Region,Cabo Verde,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-29-01-01-2019.csv
mmr,30,Cambodia,Western Pacific Region,Cambodia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-30-01-01-2019.csv
mmr,31,Cameroon,African Region,Cameroon,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-31-01-01-2019.csv
mmr,32,Canada,Region of the Americas,Canada,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-32-01-01-2019.csv
mmr,33,Central African Republic,African Region,Central African Republic,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-33-01-01-2019.csv
mmr,34,Chad,African Region,Chad,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-34-01-01-2019.csv
mmr,35,Chile,Region of the Americas,Chile,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-35-01-01-2019.csv
mmr,36,China,Western Pacific Region,China,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-36-01-01-2019.csv
mmr,37,Colombia,Region of the Americas,Colombia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-37-01-01-2019.csv
mmr,38,Comoros,African Region,Comoros,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-38-01-01-2019.csv
mmr,39,Congo,African Region,Congo,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-39-01-01-2019.csv
mmr,40,Cook Islands,Western Pacific Region,Cook Islands,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-40-01-01-2019.csv
mmr,41,Costa Rica,Region of the Americas,Costa Rica,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-41-01-01-2019.csv
mmr,42,Cote d'Ivoire,African Region,Cote d'Ivoire,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-42-01-01-2019.csv
mmr,43,Croatia,European Region,Croatia,ranked_top1_fallback,ranked(1)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-yearly-mmr-deaths-world-area-43-01-01-2019.csv
mmr,44,Cuba,Region of the Americas,Cuba,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-44-01-01-2019.csv
mmr,45,Cyprus,European Region,Cyprus,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-45-01-01-2019.csv
mmr,46,Czechia,European Region,Czechia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-46-01-01-2019.csv
mmr,47,North Korea,Southeast Asia Region,Democratic People's Republic of Korea,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-47-01-01-2019.csv
mmr,48,DR Congo,African Region,Democratic Republic of the Congo,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-48-01-01-2019.csv
mmr,49,Denmark,European Region,Denmark,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-49-01-01-2019.csv
mmr,50,Djibouti,Eastern Mediterranean,Djibouti,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-50-01-01-2019.csv
mmr,51,Dominica,Region of the Americas,Dominica,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-51-01-01-2019.csv
mmr,52,Dominican Republic,Region of the Americas,Dominican Republic,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-52-01-01-2019.csv
mmr,53,Ecuador,Region of the Americas,Ecuador,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-53-01-01-2019.csv
mmr,54,Egypt,Eastern Mediterranean,Egypt,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-54-01-01-2019.csv
mmr,55,El Salvador,Region of the Americas,El Salvador,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-55-01-01-2019.csv
mmr,56,Equatorial Guinea,African Region,Equatorial Guinea,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-56-01-01-2019.csv
mmr,57,Eritrea,African Region,Eritrea,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-57-01-01-2019.csv
mmr,58,Estonia,European Region,Estonia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-58-01-01-2019.csv
mmr,59,Eswatini,African Region,Eswatini,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-59-01-01-2019.csv
mmr,60,Ethiopia,African Region,Ethiopia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-60-01-01-2019.csv
mmr,61,Fiji,Western Pacific Region,Fiji,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-61-01-01-2019.csv
mmr,62,Finland,European Region,Finland,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-62-01-01-2019.csv
mmr,63,France,European Region,France,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-63-01-01-2019.csv
mmr,64,Gabon,African Region,Gabon,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-64-01-01-2019.csv
mmr,65,Gambia,African Region,Gambia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-65-01-01-2019.csv
mmr,66,Georgia,European Region,Georgia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-66-01-01-2019.csv
mmr,67,Germany,European Region,Germany,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-67-01-01-2019.csv
mmr,68,Ghana,African Region,Ghana,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-68-01-01-2019.csv
mmr,69,Greece,European Region,Greece,ranked_top1_fallback,ranked(1)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-yearly-mmr-deaths-world-area-69-01-01-2019.csv
mmr,70,Grenada,Region of the Americas,Grenada,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-70-01-01-2019.csv
mmr,71,Guatemala,Region of the Americas,Guatemala,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-71-01-01-2019.csv
mmr,72,Guinea,African Region,Guinea,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-72-01-01-2019.csv
mmr,73,Guinea-Bissau,African Region,Guinea-Bissau,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-73-01-01-2019.csv
mmr,74,Guyana,Region of the Americas,Guyana,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-74-01-01-2019.csv
mmr,75,Haiti,Region of the Americas,Haiti,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-75-01-01-2019.csv
mmr,76,Honduras,Region of the Americas,Honduras,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-76-01-01-2019.csv
mmr,77,Hungary,European Region,Hungary,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-77-01-01-2019.csv
mmr,78,Iceland,European Region,Iceland,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-78-01-01-2019.csv
mmr,79,India,Southeast Asia Region,India,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-79-01-01-2019.csv
mmr,80,Indonesia,Southeast Asia Region,Indonesia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-80-01-01-2019.csv
mmr,81,Iran,Eastern Mediterranean,Iran (Islamic Republic of),ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-81-01-01-2019.csv
mmr,82,Iraq,Eastern Mediterranean,Iraq,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-82-01-01-2019.csv
mmr,83,Ireland,European Region,Ireland,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-83-01-01-2019.csv
mmr,84,Israel,European Region,Israel,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-84-01-01-2019.csv
mmr,85,Italy,European Region,Italy,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-85-01-01-2019.csv
mmr,86,Jamaica,Region of the Americas,Jamaica,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-86-01-01-2019.csv
mmr,87,Japan,Western Pacific Region,Japan,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-87-01-01-2019.csv
mmr,88,Jordan,Eastern Mediterranean,Jordan,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-88-01-01-2019.csv
mmr,89,Kazakhstan,European Region,Kazakhstan,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-89-01-01-2019.csv
mmr,90,Kenya,African Region,Kenya,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-90-01-01-2019.csv
mmr,91,Kiribati,Western Pacific Region,Kiribati,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-91-01-01-2019.csv
mmr,92,Kuwait,Eastern Mediterranean,Kuwait,ranked_top1_fallback,ranked(1)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-yearly-mmr-deaths-world-area-92-01-01-2019.csv
mmr,93,Kyrgyzstan,European Region,Kyrgyzstan,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-93-01-01-2019.csv
mmr,94,Laos,Western Pacific Region,Lao People's Democratic Republic,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-94-01-01-2019.csv
mmr,95,Latvia,European Region,Latvia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-95-01-01-2019.csv
mmr,96,Lebanon,Eastern Mediterranean,Lebanon,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-96-01-01-2019.csv
mmr,97,Lesotho,African Region,Lesotho,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-97-01-01-2019.csv
mmr,98,Liberia,African Region,Liberia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-98-01-01-2019.csv
mmr,99,Libya,Eastern Mediterranean,Libya,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-99-01-01-2019.csv
mmr,100,Lithuania,European Region,Lithuania,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-100-01-01-2019.csv
mmr,101,Luxembourg,European Region,Luxembourg,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-101-01-01-2019.csv
mmr,102,Madagascar,African Region,Madagascar,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-102-01-01-2019.csv
mmr,103,Malawi,African Region,Malawi,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-103-01-01-2019.csv
mmr,104,Malaysia,Western Pacific Region,Malaysia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-104-01-01-2019.csv
mmr,105,Maldives,Southeast Asia Region,Maldives,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-105-01-01-2019.csv
mmr,106,Mali,African Region,Mali,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-106-01-01-2019.csv
mmr,107,Malta,European Region,Malta,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-107-01-01-2019.csv
mmr,108,Marshall Islands,Western Pacific Region,Marshall Islands,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-108-01-01-2019.csv
mmr,109,Mauritania,African Region,Mauritania,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-109-01-01-2019.csv
mmr,110,Mauritius,African Region,Mauritius,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-110-01-01-2019.csv
mmr,111,Mexico,Region of the Americas,Mexico,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-111-01-01-2019.csv
mmr,112,Micronesia,Western Pacific Region,Micronesia (Federated States of),ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-112-01-01-2019.csv
mmr,113,Monaco,European Region,Monaco,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-113-01-01-2019.csv
mmr,114,Mongolia,Western Pacific Region,Mongolia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-114-01-01-2019.csv
mmr,115,Montenegro,European Region,Montenegro,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-115-01-01-2019.csv
mmr,116,Morocco,Eastern Mediterranean,Morocco,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-116-01-01-2019.csv
mmr,117,Mozambique,African Region,Mozambique,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-117-01-01-2019.csv
mmr,118,Myanmar,Southeast Asia Region,Myanmar,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-118-01-01-2019.csv
mmr,119,Namibia,African Region,Namibia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-119-01-01-2019.csv
mmr,120,Nauru,Western Pacific Region,Nauru,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-120-01-01-2019.csv
mmr,121,Nepal,Southeast Asia Region,Nepal,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-121-01-01-2019.csv
mmr,122,Netherlands,European Region,Netherlands (Kingdom of the),ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-122-01-01-2019.csv
mmr,123,New Zealand,Western Pacific Region,New Zealand,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-123-01-01-2019.csv
mmr,124,Nicaragua,Region of the Americas,Nicaragua,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-124-01-01-2019.csv
mmr,125,Niger,African Region,Niger,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-125-01-01-2019.csv
mmr,126,Nigeria,African Region,Nigeria,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-126-01-01-2019.csv
mmr,127,North Macedonia,European Region,North Macedonia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-127-01-01-2019.csv
mmr,128,Norway,European Region,Norway,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-128-01-01-2019.csv
mmr,129,Oman,Eastern Mediterranean,Oman,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-129-01-01-2019.csv
mmr,130,Pakistan,Eastern Mediterranean,Pakistan,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-130-01-01-2019.csv
mmr,131,Palau,Western Pacific Region,Palau,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-131-01-01-2019.csv
mmr,132,Panama,Region of the Americas,Panama,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-mmr-deaths-world-area-132-01-01-2019.csv
