outcome,area,country,source_country_name,region,year,observed,expected_median,expected_lower,expected_upper,model_source,excess_median,excess_lower,excess_upper,signed_deviation,observed_expected_ratio,log_observed_expected_ratio
maternal_deaths,74,Guyana,Guyana,Region of the Americas,2021,32.31,16.8016310297,15.5461108105,18.116972039,ensemble_top4,15.5083689703,14.193027961,16.7638891895,15.5083689703,1.92302758838,0.653900813037
maternal_deaths,74,Guyana,Guyana,Region of the Americas,2022,14.14,16.317343734,15.0385935283,17.6761021306,ensemble_top4,0,0,0,-2.17734373397,0.86656261157,-0.143220914422
maternal_deaths,74,Guyana,Guyana,Region of the Americas,2023,12.53,15.8160383851,14.5771070217,17.2614531785,ensemble_top4,0,0,0,-3.28603838514,0.792233787936,-0.232898743939
maternal_deaths,75,Haiti,Haiti,Region of the Americas,2020,908.6,917.965765928,798.213880942,1050.2553177,ensemble_top4,0,0,110.386119058,-9.36576592787,0.989797260121,-0.0102551445823
maternal_deaths,75,Haiti,Haiti,Region of the Americas,2021,1003,907.668924211,781.261341451,1041.55385341,ensemble_top4,95.331075789,0,221.738658549,95.331075789,1.10502846715,0.099871096764
maternal_deaths,75,Haiti,Haiti,Region of the Americas,2022,858.1,892.748069609,763.655869935,1032.32041066,ensemble_top4,0,0,94.4441300647,-34.6480696092,0.961189420858,-0.039583781362
maternal_deaths,75,Haiti,Haiti,Region of the Americas,2023,846.3,880.33224314,747.347828878,1019.11490308,ensemble_top4,0,0,98.9521711225,-34.0322431399,0.961341591876,-0.0394254785651
maternal_deaths,76,Honduras,Honduras,Region of the Americas,2020,131.9,110.966713874,102.392315439,119.724752573,ensemble_top4,20.933286126,12.1752474274,29.5076845606,20.933286126,1.18864473314,0.172813778391
maternal_deaths,76,Honduras,Honduras,Region of the Americas,2021,204.6,107.61138835,98.6449322279,116.254481748,ensemble_top4,96.98861165,88.345518252,105.955067772,96.98861165,1.90128575736,0.642530371707
maternal_deaths,76,Honduras,Honduras,Region of the Americas,2022,111.9,104.357662311,95.3042344718,113.161947285,ensemble_top4,7.54233768869,0,16.5957655282,7.54233768869,1.07227392337,0.0697815555369
maternal_deaths,76,Honduras,Honduras,Region of the Americas,2023,109.3,101.000765497,91.3601126766,110.491440962,ensemble_top4,8.2992345029,0,17.9398873234,8.2992345029,1.08217001586,0.0789682991908
maternal_deaths,77,Hungary,Hungary,European Region,2020,17.21,12.4105830107,11.3405632984,13.5325453081,ensemble_top4,4.79941698927,3.67745469185,5.86943670161,4.79941698927,1.38671970407,0.326941033002
